Label,Text,Standard text,Desc
Skill,Condition Monitoring,Condition Monitoring,Condition Monitoring
Skill,Contribution,Contribution,Contribution
Skill,Coordination skills,Coordination skills,Coordination skills
Skill,Creative thinking,Creative thinking,"Adopt diverse perspectives in combining ideas or information and making connections between different fields to create different ideas, improvements and solutions"
Skill,Progressive thinking,Creative thinking,Creative thinking
Skill,Strategic thinking,Creative thinking,Creative thinking
Skill,Creativity,Creativity,Creativity
Skill,Critical thinking,Critical thinking,Critical thinking
Skill,Cross-functional collaboration skills,Cross-functional collaboration,Cross-functional collaboration skills
Skill,Cross-group collaboration,Cross-group collaboration,Cross-group collaboration
Skill,Customer engagement,Customer engagement,Customer engagement
Skill,Customer journey optimization,Customer orientation,Customer orientation
Skill,Customer orientation,Customer orientation,"Identify the needs of customers, both internal and external, to deliver an effective customer experience"
Skill,Customer orientation skill,Customer orientation,Customer orientation
Skill,Customer-oriented approach,Customer orientation,Customer orientation
Skill,Customer representation,Customer representation,Customer representation
Skill,Customer service,Customer service,Customer service
Skill,Deadline management,Deadline management,Deadline management
Skill,Deadline-driven,Deadline-driven,Deadline-driven
Skill,Debugging,Debugging,Debugging
Skill,Ability to analyze and use information for decision making,Decision making,decision making
Skill,Analysis and decision-making skills,Decision making,decision making
Skill,Analytical decision making,Decision making,decision making
Skill,Critical decision making,Decision making,decision making
Skill,Decision making,Decision making,Choose a course of action from several alternatives developed through a structured process in order to achieve intended goals
Skill,Decision making skill,Decision making,decision making
Skill,Decision making skills,Decision making,decision making
Skill,Decision making skills,Decision making,decision making
Skill,decision making skills,Decision making,decision making
Skill,Generation of information for decision making,Decision making,decision making
Skill,Impartial decision making,Decision making,decision making
Skill,Leadership and decision-making capacity,Decision making,decision making
Skill,Leadership and decision-making skills,Decision making,decision making
Skill,"Proficient in problem solving, team building, planning and decision making.",Decision making,decision making
Skill,Provide information for decision making,Decision making,decision making
Skill,Responsibility in decision making,Decision making,decision making
Skill,"Responsible and competent in problem solving, team building, planning and decision making.",Decision making,decision making
Skill,Risk-based decision making,Decision making,Decision making
Skill,Swift decision-making skills,Decision making,decision making
Skill,Timely decision making,Decision making,decision making
Skill,Timely decision making,Decision making,decision making
Skill,Decision-making,Decision-making,Decision-making
Skill,Design,Design,Design
Skill,Design expertise,Design,Design
Skill,Design skills,Design,Design
Skill,Design and development,Design and development,Design and development
Skill,Developing people,Developing people,Empower others to learn and develop their capabilities to enhance their performance and achieve personal or professional goals
Skill,Development best practices,Development best practices,Development best practices
Skill,Development collaboration,Development collaboration,Development collaboration
Skill,Development efforts,Development efforts,Development efforts
Skill,Digital fluency,Digital fluency,"Leverage digital technology tools, systems, and software across work processes and activities to solve problems, drive efficiency and facilitate information sharing"
Skill,Digital signals,Digital signals,Digital signals
Skill,Diversity and inclusion awareness.,Diversity and inclusion awareness,Diversity and inclusion awareness.
Skill,Diversity and inclusion mindset,Diversity and inclusion awareness,Diversity and inclusion awareness.
Skill,Drafting and negotiation skills,Drafting and negotiation skills,Drafting and negotiation skills
Skill,Driver assistance,Driver assistance,Driver assistance
Skill,Efficiency,Efficiency,Efficiency
Skill,Efficiency improvement,Efficiency,Efficiency
Skill,Employee engagement,Employee engagement,Employee engagement
Skill,Entrepreneurial mindset,Entrepreneurial mindset,Entrepreneurial mindset
Skill,Equity and inclusion,Equity and inclusion,Equity and inclusion
Skill,Event planning,Event planning,Event planning
Skill,Experience in people management,Experience in people management,Experience in people management
Skill,Experimentation,Experimentation,Experimentation
Skill,Fast feedback cycles,Fast feedback cycles,Fast feedback cycles
Skill,Forward-thinking,Forward-thinking,Forward-thinking
Skill,Global impact,Global impact,Global impact
Skill,Global perspective,Global perspective,"Operate in cross-cultural environments, demonstrating an awareness of the wider global context and markets to identify potential opportunities and risks"
Skill,Hands-on experience,Hands-on experience,Hands-on experience
Skill,Hybrid work model adaptability,Hybrid work model adaptability,Hybrid work model adaptability
